Retailer,RetailerID,InvoiceDate,Region,State,City,Product,Price_per_unit,Units_sold,Total_sales,Operating_profit,Sales_method
Walmart,1197831,2020-08-20,South,Texas,Houston,Women's Street Footwear,40.00,800.00,32000.00,11200.00,Outlet
Walmart,1197831,2020-08-21,South,Texas,Houston,Women's Athletic Footwear,40.00,750.00,30000.00,13500.00,Outlet
Walmart,1197831,2020-08-22,South,Texas,Houston,Men's Apparel,45.00,650.00,29250.00,8775.00,Outlet
Walmart,1197831,2020-08-23,South,Texas,Houston,Women's Apparel,50.00,1000.00,50000.00,25000.00,Outlet
Walmart,1197831,2020-08-24,South,Texas,Houston,Men's Street Footwear,40.00,950.00,38000.00,13300.00,Outlet
Walmart,1197831,2020-08-25,South,Texas,Houston,Men's Athletic Footwear,45.00,950.00,42750.00,14962.50,Outlet
Walmart,1197831,2020-08-26,South,Texas,Houston,Women's Street Footwear,40.00,1100.00,44000.00,15400.00,Outlet
Walmart,1197831,2020-08-27,South,Texas,Houston,Women's Athletic Footwear,40.00,700.00,28000.00,12600.00,Outlet
Walmart,1197831,2020-08-28,South,Texas,Houston,Men's Apparel,45.00,700.00,31500.00,9450.00,Outlet
Walmart,1197831,2020-08-29,South,Texas,Houston,Women's Apparel,50.00,975.00,48750.00,24375.00,Outlet
Walmart,1197831,2020-08-30,South,Texas,Houston,Men's Street Footwear,40.00,925.00,37000.00,12950.00,Outlet
Walmart,1197831,2020-08-31,South,Texas,Houston,Men's Athletic Footwear,45.00,925.00,41625.00,14568.75,Outlet
Walmart,1197831,2020-09-01,South,Texas,Houston,Women's Street Footwear,40.00,1100.00,44000.00,15400.00,Outlet
Walmart,1197831,2020-09-02,South,Texas,Houston,Women's Athletic Footwear,40.00,650.00,26000.00,11700.00,Outlet
Walmart,1197831,2020-09-03,South,Texas,Houston,Men's Apparel,45.00,650.00,29250.00,8775.00,Outlet
Walmart,1197831,2020-09-04,South,Texas,Houston,Women's Apparel,50.00,900.00,45000.00,22500.00,Outlet
Walmart,1197831,2020-09-05,South,Texas,Houston,Men's Street Footwear,45.00,850.00,38250.00,13387.50,Outlet
Walmart,1197831,2020-09-06,South,Texas,Houston,Men's Athletic Footwear,45.00,850.00,38250.00,13387.50,Outlet
Walmart,1197831,2020-09-07,South,Texas,Houston,Women's Street Footwear,50.00,900.00,45000.00,15750.00,Outlet
Walmart,1197831,2020-09-08,South,Texas,Houston,Women's Athletic Footwear,50.00,625.00,31250.00,14062.50,Outlet
Walmart,1197831,2020-09-09,South,Texas,Houston,Men's Apparel,45.00,625.00,28125.00,8437.50,Outlet
Walmart,1197831,2020-09-10,South,Texas,Houston,Women's Apparel,55.00,850.00,46750.00,23375.00,Outlet
Walmart,1197831,2020-09-11,South,Texas,Houston,Men's Street Footwear,45.00,800.00,36000.00,12600.00,Outlet
Walmart,1197831,2020-09-12,South,Texas,Houston,Men's Athletic Footwear,45.00,800.00,36000.00,12600.00,Outlet
Walmart,1197831,2020-09-13,South,Texas,Houston,Women's Street Footwear,50.00,750.00,37500.00,13125.00,Outlet
Walmart,1197831,2020-09-14,South,Texas,Houston,Women's Athletic Footwear,50.00,600.00,30000.00,13500.00,Outlet
Walmart,1197831,2020-09-15,South,Texas,Houston,Men's Apparel,45.00,575.00,25875.00,7762.50,Outlet
Walmart,1197831,2020-09-16,South,Texas,Houston,Women's Apparel,55.00,750.00,41250.00,20625.00,Outlet
Walmart,1197831,2020-10-20,South,Texas,Houston,Men's Street Footwear,45.00,900.00,40500.00,14175.00,Outlet
Walmart,1197831,2020-10-21,South,Texas,Houston,Men's Athletic Footwear,45.00,900.00,40500.00,14175.00,Outlet
Walmart,1197831,2020-10-22,South,Texas,Houston,Women's Street Footwear,50.00,825.00,41250.00,14437.50,Outlet
Walmart,1197831,2020-10-23,South,Texas,Houston,Women's Athletic Footwear,50.00,675.00,33750.00,15187.50,Outlet
Walmart,1197831,2020-10-24,South,Texas,Houston,Men's Apparel,45.00,650.00,29250.00,8775.00,Outlet
Walmart,1197831,2020-10-25,South,Texas,Houston,Women's Apparel,55.00,850.00,46750.00,23375.00,Outlet
Walmart,1197831,2020-10-26,South,Texas,Houston,Men's Street Footwear,45.00,950.00,42750.00,14962.50,Outlet
Walmart,1197831,2020-10-27,South,Texas,Houston,Men's Athletic Footwear,45.00,950.00,42750.00,14962.50,Outlet
Walmart,1197831,2020-10-28,South,Texas,Houston,Women's Street Footwear,50.00,850.00,42500.00,14875.00,Outlet
Walmart,1197831,2020-10-29,South,Texas,Houston,Women's Athletic Footwear,50.00,700.00,35000.00,15750.00,Outlet
Walmart,1197831,2020-10-30,South,Texas,Houston,Men's Apparel,45.00,650.00,29250.00,8775.00,Outlet
Walmart,1197831,2020-10-31,South,Texas,Houston,Women's Apparel,55.00,900.00,49500.00,24750.00,Outlet
West Gear,1128299,2020-11-01,South,Texas,Houston,Men's Street Footwear,40.00,775.00,31000.00,10850.00,Outlet
West Gear,1128299,2020-11-02,South,Texas,Houston,Men's Athletic Footwear,50.00,775.00,38750.00,7750.00,Outlet
West Gear,1128299,2020-11-03,South,Texas,Houston,Women's Street Footwear,50.00,775.00,38750.00,13562.50,Outlet
West Gear,1128299,2020-11-04,South,Texas,Houston,Women's Athletic Footwear,50.00,625.00,31250.00,9375.00,Outlet
West Gear,1128299,2020-11-05,West,California,San Francisco,Men's Apparel,55.00,575.00,31625.00,15812.50,Outlet
West Gear,1128299,2020-11-06,West,California,San Francisco,Women's Apparel,50.00,775.00,38750.00,5812.50,Outlet
West Gear,1128299,2020-11-07,West,California,San Francisco,Men's Street Footwear,40.00,825.00,33000.00,11550.00,Outlet
West Gear,1128299,2020-11-08,West,California,San Francisco,Men's Athletic Footwear,50.00,725.00,36250.00,7250.00,Outlet
West Gear,1128299,2020-11-09,West,California,San Francisco,Women's Street Footwear,50.00,725.00,36250.00,12687.50,Outlet
West Gear,1128299,2020-11-10,West,California,San Francisco,Women's Athletic Footwear,50.00,575.00,28750.00,8625.00,Outlet
West Gear,1128299,2020-11-11,West,California,San Francisco,Men's Apparel,55.00,500.00,27500.00,13750.00,Outlet
West Gear,1128299,2020-11-12,West,California,San Francisco,Women's Apparel,50.00,700.00,35000.00,5250.00,Outlet
West Gear,1128299,2020-11-13,West,California,San Francisco,Men's Street Footwear,50.00,850.00,42500.00,14875.00,Outlet
West Gear,1128299,2020-11-14,West,California,San Francisco,Men's Athletic Footwear,60.00,700.00,42000.00,8400.00,Outlet
West Gear,1128299,2020-11-15,West,California,San Francisco,Women's Street Footwear,60.00,700.00,42000.00,14700.00,Outlet
West Gear,1128299,2020-12-22,West,California,San Francisco,Women's Athletic Footwear,60.00,600.00,36000.00,10800.00,Outlet
West Gear,1128299,2020-12-23,West,California,San Francisco,Men's Apparel,65.00,500.00,32500.00,16250.00,Outlet
West Gear,1128299,2020-12-24,West,California,San Francisco,Women's Apparel,60.00,700.00,42000.00,6300.00,Outlet
West Gear,1128299,2020-12-25,West,California,San Francisco,Men's Street Footwear,60.00,875.00,52500.00,18375.00,Outlet
West Gear,1128299,2020-12-26,West,California,San Francisco,Men's Athletic Footwear,65.00,675.00,43875.00,8775.00,Outlet
West Gear,1128299,2020-12-27,West,California,San Francisco,Women's Street Footwear,65.00,725.00,47125.00,16493.75,Outlet
West Gear,1128299,2020-12-28,West,California,San Francisco,Women's Athletic Footwear,60.00,625.00,37500.00,11250.00,Outlet
West Gear,1128299,2020-12-29,West,California,San Francisco,Men's Apparel,65.00,525.00,34125.00,17062.50,Outlet
West Gear,1128299,2020-12-30,West,California,San Francisco,Women's Apparel,80.00,700.00,56000.00,8400.00,Outlet
West Gear,1128299,2020-12-31,West,California,San Francisco,Men's Street Footwear,60.00,900.00,54000.00,21600.00,Outlet
West Gear,1128299,2021-01-01,West,California,San Francisco,Men's Athletic Footwear,65.00,750.00,48750.00,12187.50,Outlet
West Gear,1128299,2021-01-02,West,California,San Francisco,Women's Street Footwear,65.00,750.00,48750.00,19500.00,Outlet
West Gear,1128299,2021-01-03,West,California,San Francisco,Women's Athletic Footwear,60.00,650.00,39000.00,13650.00,Outlet
West Gear,1128299,2021-01-04,West,California,San Francisco,Men's Apparel,65.00,550.00,35750.00,19662.50,Outlet
West Gear,1128299,2021-01-05,West,California,San Francisco,Women's Apparel,80.00,725.00,58000.00,11600.00,Outlet
West Gear,1128299,2021-01-06,West,California,San Francisco,Men's Street Footwear,60.00,975.00,58500.00,23400.00,Outlet
West Gear,1128299,2021-01-07,West,California,San Francisco,Men's Athletic Footwear,65.00,825.00,53625.00,13406.25,Outlet
West Gear,1128299,2021-01-08,West,California,San Francisco,Women's Street Footwear,65.00,825.00,53625.00,21450.00,Outlet
West Gear,1128299,2021-01-09,West,California,San Francisco,Women's Athletic Footwear,60.00,700.00,42000.00,14700.00,Outlet
West Gear,1128299,2021-01-10,West,California,San Francisco,Men's Apparel,65.00,575.00,37375.00,20556.25,Outlet
West Gear,1128299,2021-01-11,West,California,San Francisco,Women's Apparel,80.00,875.00,70000.00,14000.00,Outlet
West Gear,1128299,2021-01-12,West,California,San Francisco,Men's Street Footwear,60.00,1025.00,61500.00,21525.00,Outlet
West Gear,1128299,2021-01-13,West,California,San Francisco,Men's Athletic Footwear,65.00,875.00,56875.00,11375.00,Outlet
West Gear,1128299,2021-01-14,West,California,San Francisco,Women's Street Footwear,65.00,825.00,53625.00,18768.75,Outlet
West Gear,1128299,2021-01-15,West,California,San Francisco,Women's Athletic Footwear,60.00,725.00,43500.00,13050.00,Outlet
West Gear,1128299,2021-01-16,West,California,San Francisco,Men's Apparel,65.00,775.00,50375.00,25187.50,Outlet
West Gear,1128299,2021-01-17,West,California,San Francisco,Women's Apparel,80.00,775.00,62000.00,9300.00,Outlet
West Gear,1128299,2021-01-18,West,California,San Francisco,Men's Street Footwear,65.00,975.00,63375.00,22181.25,Outlet
West Gear,1128299,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,70.00,925.00,64750.00,12950.00,Outlet
West Gear,1128299,2021-01-20,West,California,San Francisco,Women's Street Footwear,65.00,800.00,52000.00,18200.00,Outlet
West Gear,1128299,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,65.00,750.00,48750.00,14625.00,Outlet
West Gear,1128299,2021-01-22,West,California,San Francisco,Men's Apparel,75.00,750.00,56250.00,28125.00,Outlet
West Gear,1128299,2021-01-23,West,California,San Francisco,Women's Apparel,80.00,725.00,58000.00,8700.00,Outlet
West Gear,1128299,2021-01-24,West,California,San Francisco,Men's Street Footwear,55.00,925.00,50875.00,15262.50,Outlet
West Gear,1128299,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,60.00,925.00,55500.00,8325.00,Outlet
West Gear,1128299,2021-01-26,West,California,San Francisco,Women's Street Footwear,55.00,775.00,42625.00,12787.50,Outlet
West Gear,1128299,2021-01-27,West,California,San Francisco,Women's Athletic Footwear,55.00,725.00,39875.00,9968.75,Outlet
West Gear,1128299,2021-01-28,West,California,San Francisco,Men's Apparel,65.00,725.00,47125.00,21206.25,Outlet
West Gear,1128299,2021-01-29,West,California,San Francisco,Women's Apparel,70.00,775.00,54250.00,5425.00,Outlet
West Gear,1128299,2021-01-30,West,California,San Francisco,Men's Street Footwear,55.00,875.00,48125.00,14437.50,Outlet
West Gear,1128299,2021-01-31,West,California,San Francisco,Men's Athletic Footwear,60.00,875.00,52500.00,7875.00,Outlet
West Gear,1128299,2021-02-01,West,California,San Francisco,Women's Street Footwear,55.00,700.00,38500.00,11550.00,Outlet
West Gear,1128299,2021-02-02,West,California,San Francisco,Women's Athletic Footwear,55.00,675.00,37125.00,9281.25,Outlet
West Gear,1128299,2021-02-03,West,California,San Francisco,Men's Apparel,65.00,650.00,42250.00,19012.50,Outlet
West Gear,1128299,2021-02-04,West,California,San Francisco,Women's Apparel,70.00,700.00,49000.00,4900.00,Outlet
West Gear,1128299,2021-02-05,West,California,San Francisco,Men's Street Footwear,55.00,875.00,48125.00,14437.50,Outlet
West Gear,1128299,2021-02-06,West,California,San Francisco,Men's Athletic Footwear,60.00,875.00,52500.00,7875.00,Outlet
West Gear,1128299,2021-02-07,West,California,San Francisco,Women's Street Footwear,55.00,725.00,39875.00,11962.50,Outlet
West Gear,1128299,2021-02-08,West,California,San Francisco,Women's Athletic Footwear,55.00,700.00,38500.00,9625.00,Outlet
West Gear,1128299,2021-02-09,West,California,San Francisco,Men's Apparel,65.00,650.00,42250.00,19012.50,Outlet
West Gear,1128299,2021-02-10,West,California,San Francisco,Women's Apparel,70.00,775.00,54250.00,5425.00,Outlet
West Gear,1128299,2021-02-11,West,California,San Francisco,Men's Street Footwear,55.00,975.00,53625.00,16087.50,Outlet
West Gear,1128299,2021-02-12,West,California,San Francisco,Men's Athletic Footwear,60.00,975.00,58500.00,8775.00,Outlet
West Gear,1128299,2021-02-13,West,California,San Francisco,Women's Street Footwear,55.00,775.00,42625.00,12787.50,Outlet
West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,55.00,775.00,42625.00,10656.25,Outlet
West Gear,1128299,2021-02-15,West,California,San Francisco,Men's Apparel,65.00,700.00,45500.00,20475.00,Outlet
West Gear,1128299,2021-02-16,West,California,San Francisco,Women's Apparel,70.00,800.00,56000.00,5600.00,Outlet
Kohl's,1189833,2021-02-17,West,California,San Francisco,Men's Street Footwear,35.00,700.00,24500.00,9800.00,Outlet
Kohl's,1189833,2021-02-18,West,California,San Francisco,Men's Athletic Footwear,45.00,700.00,31500.00,7875.00,Outlet
Kohl's,1189833,2021-03-09,West,California,San Francisco,Women's Street Footwear,45.00,700.00,31500.00,12600.00,Outlet
Kohl's,1189833,2021-03-10,West,California,San Francisco,Women's Athletic Footwear,45.00,550.00,24750.00,8662.50,Outlet
Kohl's,1189833,2021-03-11,West,California,Los Angeles,Men's Apparel,50.00,500.00,25000.00,13750.00,Outlet
Kohl's,1189833,2021-03-12,West,California,Los Angeles,Women's Apparel,45.00,700.00,31500.00,6300.00,Outlet
Kohl's,1189833,2021-03-13,West,California,Los Angeles,Men's Street Footwear,35.00,750.00,26250.00,10500.00,Outlet
Kohl's,1189833,2021-03-14,West,California,Los Angeles,Men's Athletic Footwear,45.00,650.00,29250.00,7312.50,Outlet
Kohl's,1189833,2021-03-15,West,California,Los Angeles,Women's Street Footwear,45.00,675.00,30375.00,12150.00,Outlet
Kohl's,1189833,2021-03-16,West,California,Los Angeles,Women's Athletic Footwear,45.00,525.00,23625.00,8268.75,Outlet
Kohl's,1189833,2021-03-17,West,California,Los Angeles,Men's Apparel,50.00,450.00,22500.00,12375.00,Outlet
Kohl's,1189833,2021-03-18,West,California,Los Angeles,Women's Apparel,45.00,650.00,29250.00,5850.00,Outlet
Kohl's,1189833,2021-03-19,West,California,Los Angeles,Men's Street Footwear,35.00,800.00,28000.00,11200.00,Outlet
Kohl's,1189833,2021-03-20,West,California,Los Angeles,Men's Athletic Footwear,45.00,650.00,29250.00,7312.50,Outlet
Kohl's,1189833,2021-03-21,West,California,Los Angeles,Women's Street Footwear,45.00,650.00,29250.00,11700.00,Outlet
Kohl's,1189833,2021-03-22,West,California,Los Angeles,Women's Athletic Footwear,45.00,550.00,24750.00,8662.50,Outlet
Kohl's,1189833,2021-03-23,West,California,Los Angeles,Men's Apparel,50.00,425.00,21250.00,11687.50,Outlet
Kohl's,1189833,2021-04-06,West,California,Los Angeles,Women's Apparel,45.00,625.00,28125.00,5625.00,Outlet
